tingkat setelah parent,parent,similarity
3,bendung,"[('waduk', 0.7797631621360779), ('bendungan', 0.7487593293190002), ('embung', 0.6975939273834229), ('tanggul', 0.6799866557121277), ('plta', 0.6792292594909668), ('katulampa', 0.6476969718933105), ('kedung', 0.6444358229637146), ('selokan', 0.640807569026947), ('irigasi', 0.6398888826370239), ('wadaslintang', 0.6285384297370911)]"
3,bendungan,"[('waduk', 0.7788119316101074), ('bendung', 0.7487592697143555), ('plta', 0.7170500159263611), ('tanggul', 0.7159860730171204), ('embung', 0.6443749666213989), ('jembatan', 0.6177881956100464), ('sungai', 0.5977057814598083), ('irigasi', 0.5931046009063721), ('selokan', 0.5874672532081604), ('terusan', 0.5779687166213989)]"
3,bentrokan,"[('bentrok', 0.7669820785522461), ('kericuhan', 0.7056110501289368), ('konfrontasi', 0.6913173794746399), ('perkelahian', 0.6896005868911743), ('perseteruan', 0.6889280676841736), ('pertikaian', 0.6870068907737732), ('kerusuhan', 0.6818968653678894), ('percekcokan', 0.6676745414733887), ('ketegangan', 0.652762234210968), ('keributan', 0.648313045501709)]"
3,benturan,"[('gesekan', 0.7543946504592896), ('friksi', 0.6593825221061707), ('tabrakan', 0.6401850581169128), ('tarikan', 0.6180813908576965), ('goncangan', 0.614810585975647), ('keausan', 0.6139824986457825), ('tumbukan', 0.6122681498527527), ('dekompresi', 0.6005000472068787), ('hantaman', 0.5942452549934387), ('deformasi', 0.5930540561676025)]"
3,berapi,"[('vulkanik', 0.6668543219566345), ('stratovolcano', 0.6532425880432129), ('letusan', 0.6306992769241333), ('kaldera', 0.6301147937774658), ('erupsi', 0.6257297396659851), ('gunungapi', 0.6124122142791748), ('vulkanis', 0.6066746115684509), ('lava', 0.5509322881698608), ('erebus', 0.5418686270713806), ('vesuvius', 0.5410044193267822)]"
3,berkurangnya,"[('menurunnya', 0.861129879951477), ('meningkatnya', 0.8038373589515686), ('penurunan', 0.7335293292999268), ('hilangnya', 0.7221416234970093), ('bertambahnya', 0.7168310880661011), ('penyusutan', 0.6972119212150574), ('meluasnya', 0.6927700042724609), ('terganggunya', 0.6841447353363037), ('rendahnya', 0.6819150447845459), ('melemahnya', 0.6733983159065247)]"
3,bernafsu,"[('mendendam', 0.6758557558059692), ('murka', 0.6480312943458557), ('berterimakasih', 0.6472367644309998), ('bersedih', 0.6170517802238464), ('geram', 0.6160979270935059), ('cemburu', 0.6094545722007751), ('curiga', 0.5998986959457397), ('menyesal', 0.5991697907447815), ('benci', 0.5986565351486206), ('iri', 0.5960182547569275)]"
3,bronkitis,"[('artritis', 0.8339096307754517), ('pilek', 0.8269652128219604), ('gastroenteritis', 0.8175618052482605), ('faringitis', 0.8154678344726562), ('disentri', 0.8154094815254211), ('tifoid', 0.8062036633491516), ('hipertensi', 0.8052725791931152), ('tifus', 0.8045138716697693), ('sinusitis', 0.8035699725151062), ('diare', 0.8031189441680908)]"
3,cacar,"[('disentri', 0.7595188021659851), ('variola', 0.7470124363899231), ('kolera', 0.741793692111969), ('campak', 0.7328729033470154), ('difteri', 0.7094089388847351), ('zoster', 0.7057532072067261), ('terjangkit', 0.6945881247520447), ('malaria', 0.6883193850517273), ('tifus', 0.6868407726287842), ('rabies', 0.675611138343811)]"
3,cemburu,"[('kesal', 0.7992537617683411), ('geram', 0.7614474296569824), ('iri', 0.7596865892410278), ('benci', 0.7586460113525391), ('jengkel', 0.7340381145477295), ('curiga', 0.7328782677650452), ('marah', 0.7052968740463257), ('penasaran', 0.7004204392433167), ('sedih', 0.6995140910148621), ('cemas', 0.6938824653625488)]"
3,chlamydia,"[('trachomatis', 0.8560817241668701), ('neisseria', 0.8435716032981873), ('shigella', 0.8390526175498962), ('haemophilus', 0.8330018520355225), ('influenzae', 0.8294054865837097), ('toksoplasmosis', 0.827784538269043), ('typhi', 0.8262742161750793), ('pneumoniae', 0.8251633644104004), ('hpv', 0.8191710710525513), ('adenovirus', 0.8185298442840576)]"
3,cobaan,"[('kesusahan', 0.7159161567687988), ('siksaan', 0.6957682371139526), ('kesukaran', 0.6528599858283997), ('kemalangan', 0.6488751173019409), ('kesialan', 0.6320524215698242), ('kesengsaraan', 0.6311203241348267), ('godaan', 0.6180649399757385), ('penderitaan', 0.61394864320755), ('rintangan', 0.6095069646835327), ('tantangan', 0.6004208922386169)]"
3,dampaknya,"[('dampak', 0.7334363460540771), ('imbas', 0.6554505825042725), ('kerentanan', 0.6055583357810974), ('ketergantungan', 0.59089195728302), ('berdampak', 0.5873154401779175), ('kerawanan', 0.5819408297538757), ('kekeringan', 0.5807526707649231), ('ketidaknyamanan', 0.5725281238555908), ('efeknya', 0.5723485946655273), ('antipati', 0.5719479918479919)]"
3,demoralisasi,"[('kepanikan', 0.6073936820030212), ('goncangan', 0.6051307320594788), ('kemerosotan', 0.5824828743934631), ('rusaknya', 0.573923647403717), ('ketidakstabilan', 0.5729714632034302), ('keretakan', 0.5677993893623352), ('kemunduran', 0.5625802278518677), ('pendangkalan', 0.5568987727165222), ('kelumpuhan', 0.5561255216598511), ('stres', 0.5495854616165161)]"
3,dengue,"[('influenza', 0.7698081135749817), ('gastroenteritis', 0.7624683976173401), ('pilek', 0.7562692165374756), ('leukemia', 0.7541086077690125), ('sifilis', 0.75328129529953), ('herpes', 0.7510555386543274), ('meningitis', 0.7478865385055542), ('pneumonia', 0.7451100945472717), ('difteri', 0.7308446168899536), ('rabies', 0.728360652923584)]"
3,derita,"[('suamiku', 0.642239511013031), ('istriku', 0.616671085357666), ('kepedihan', 0.6093261241912842), ('ibuku', 0.6082462668418884), ('anakku', 0.589704692363739), ('azab', 0.588373064994812), ('perih', 0.5855388045310974), ('cintamu', 0.5841872692108154), ('maafkan', 0.5822488069534302), ('sakitnya', 0.5821925401687622)]"
3,dialaminya,"[('dialami', 0.7238813638687134), ('menimpanya', 0.6945807337760925), ('diderita', 0.6634965538978577), ('dideritanya', 0.6438589096069336), ('dihadapinya', 0.6433972716331482), ('menimpa', 0.6275112628936768), ('dirasakannya', 0.5973731279373169), ('menderita', 0.5920776724815369), ('menyedihkan', 0.5905392169952393), ('berkepanjangan', 0.582599937915802)]"
3,diare,"[('batuk', 0.8474546074867249), ('konstipasi', 0.8431074023246765), ('pilek', 0.8397655487060547), ('anemia', 0.8283014297485352), ('hipertensi', 0.820231556892395), ('radang', 0.8199438452720642), ('mual', 0.8168711066246033), ('muntah', 0.8140671849250793), ('perdarahan', 0.8076195120811462), ('kejang', 0.8037493228912354)]"
3,dibakar,"[('membakar', 0.7061535120010376), ('terbakar', 0.6734705567359924), ('membakarnya', 0.6518203616142273), ('digantung', 0.6369280815124512), ('dikubur', 0.6232785582542419), ('disiksa', 0.6021612286567688), ('dihancurkan', 0.5918915271759033), ('dijarah', 0.5863174796104431), ('dirusak', 0.573572039604187), ('roboh', 0.5655843019485474)]"
3,diderita,"[('dialami', 0.7360001802444458), ('menderita', 0.7197505235671997), ('diidap', 0.698136568069458), ('terserang', 0.6969445943832397), ('ditimbulkan', 0.6962428092956543), ('dideritanya', 0.6803993582725525), ('dialaminya', 0.6634965538978577), ('disembuhkan', 0.6548242568969727), ('terjangkit', 0.6541749835014343), ('mengidap', 0.6536232829093933)]"
3,difteri,"[('tetanus', 0.8286213278770447), ('gastroenteritis', 0.8087548613548279), ('meningitis', 0.8081375360488892), ('leukemia', 0.8072995543479919), ('bakterial', 0.8058265447616577), ('campak', 0.8047789335250854), ('meningokokus', 0.8000039458274841), ('disentri', 0.7999857068061829), ('bronkitis', 0.7984221577644348), ('sinusitis', 0.7971885800361633)]"
3,diguncang,"[('dilanda', 0.667785108089447), ('mengguncang', 0.6386362910270691), ('melanda', 0.6305829286575317), ('dihantam', 0.6273599863052368), ('dibom', 0.5558377504348755), ('dibanjiri', 0.5482177734375), ('diterjang', 0.5438147783279419), ('tercium', 0.5353138446807861), ('dikejutkan', 0.5271756649017334), ('dirusak', 0.5259497165679932)]"
3,dihantam,"[('diterjang', 0.7205879092216492), ('menghantam', 0.7009422779083252), ('dibombardir', 0.6955954432487488), ('diledakkan', 0.6839520931243896), ('ditembaki', 0.6731544733047485), ('menerjang', 0.662183940410614), ('ditenggelamkan', 0.6498830318450928), ('ditorpedo', 0.6492372751235962), ('dibom', 0.6408071517944336), ('diserang', 0.6370692253112793)]"
3,dilanda,"[('melanda', 0.8416118621826172), ('diguncang', 0.667785108089447), ('mereda', 0.6569892168045044), ('didera', 0.6507198214530945), ('porak', 0.6430333256721497), ('dirundung', 0.6383733153343201), ('bergejolak', 0.6362596154212952), ('menimpa', 0.6318364143371582), ('diterpa', 0.6253350377082825), ('merebak', 0.6251030564308167)]"
3,disintegrasi,"[('kemerosotan', 0.695257306098938), ('keruntuhan', 0.6281096339225769), ('kemunduran', 0.6256607174873352), ('ketidakstabilan', 0.6117645502090454), ('asimilasi', 0.6003674268722534), ('stagnasi', 0.5763092637062073), ('pergolakan', 0.5643543601036072), ('melemahnya', 0.5521041750907898), ('penyusutan', 0.5503266453742981), ('kekacauan', 0.5365942716598511)]"
3,ditabrak,"[('tertabrak', 0.8857833743095398), ('dikendarai', 0.7572652101516724), ('ditumpangi', 0.7523260712623596), ('dilindas', 0.7397273182868958), ('dikemudikan', 0.7128990888595581), ('terlindas', 0.7028485536575317), ('ditolong', 0.6676728129386902), ('dihajar', 0.6487583518028259), ('ditumpanginya', 0.6450525522232056), ('menabraknya', 0.6374974250793457)]"
3,ditimpa,"[('menimpa', 0.7304964065551758), ('tertimpa', 0.7012674808502197), ('binasa', 0.673366129398346), ('menimpakan', 0.6633541584014893), ('menimpanya', 0.659750759601593), ('pedih', 0.6139746904373169), ('azab', 0.6123753190040588), ('celaka', 0.609287440776825), ('menangisi', 0.6086384654045105), ('dibinasakan', 0.6056638956069946)]"
3,durhaka,"[('anakku', 0.7272143363952637), ('ibuku', 0.7095000147819519), ('ayahku', 0.7037704586982727), ('suamiku', 0.697223424911499), ('istriku', 0.6755856871604919), ('pembantuku', 0.6529240012168884), ('anakmu', 0.6497703790664673), ('teraniaya', 0.6492087841033936), ('azab', 0.646474301815033), ('pungut', 0.6313640475273132)]"
3,epilepsi,"[('leukemia', 0.8023250699043274), ('pneumonia', 0.7867152094841003), ('sifilis', 0.7865753769874573), ('kronis', 0.786224901676178), ('alzheimer', 0.7855085730552673), ('tuberkulosis', 0.7810390591621399), ('meningitis', 0.7783970832824707), ('akut', 0.7775712609291077), ('migrain', 0.7757527232170105), ('skizofrenia', 0.7711794972419739)]"
3,episenter,"[('episentrum', 0.8081268072128296), ('hiposentrum', 0.6393231749534607), ('episenternya', 0.6139480471611023), ('hiposenter', 0.6041895151138306), ('susulan', 0.5868246555328369), ('episentrumnya', 0.5744718313217163), ('shakemap', 0.5473688840866089), ('richter', 0.5210733413696289), ('beichuan', 0.5174752473831177), ('vei', 0.5155001878738403)]"
3,episentrum,"[('episenter', 0.8081268072128296), ('hiposentrum', 0.6292323470115662), ('episenternya', 0.5746333599090576), ('episentrumnya', 0.5729238986968994), ('hiposenter', 0.5679846405982971), ('susulan', 0.5349982380867004), ('beichuan', 0.5266504287719727), ('shakemap', 0.5211364030838013), ('diketinggian', 0.5157169699668884), ('terparah', 0.5062721967697144)]"
3,eutrofikasi,"[('sedimentasi', 0.7056780457496643), ('pendangkalan', 0.6722651124000549), ('erosi', 0.6594902276992798), ('deforestasi', 0.6394179463386536), ('terganggunya', 0.6213579773902893), ('asidosis', 0.6114072799682617), ('hiperglisemia', 0.6072609424591064), ('penipisan', 0.6006994247436523), ('dehidrasi', 0.6000199317932129), ('pelapukan', 0.5974365472793579)]"
3,evakuasi,"[('penyelamatan', 0.6462211012840271), ('pendaratan', 0.5945394039154053), ('mengevakuasi', 0.5833102464675903), ('penerjunan', 0.5829913020133972), ('penyergapan', 0.5695198774337769), ('pengintaian', 0.5577349066734314), ('deportasi', 0.5552341938018799), ('penyerangan', 0.5534126162528992), ('pemusnahan', 0.5532251000404358), ('sabotase', 0.5524107217788696)]"
3,fenomena,"[('anomali', 0.5619860887527466), ('paradoks', 0.5570915937423706), ('ilusi', 0.5452612638473511), ('gejala', 0.5394690036773682), ('teori', 0.5379341244697571), ('konsep', 0.5290940403938293), ('peristiwa', 0.5245370268821716), ('keanehan', 0.5192400217056274), ('generalisasi', 0.5179612040519714), ('meme', 0.5175917744636536)]"
3,flu,"[('influenza', 0.7211185097694397), ('malaria', 0.6993244290351868), ('kolera', 0.6817525029182434), ('pandemik', 0.6769454479217529), ('campak', 0.6768603324890137), ('rabies', 0.6586529612541199), ('pilek', 0.642709493637085), ('difteri', 0.6388857364654541), ('variola', 0.6377648711204529), ('sistiserkosis', 0.6372911334037781)]"
3,freatik,"[('erupsi', 0.6471021771430969), ('vulkanis', 0.6260278820991516), ('vulkanik', 0.6084491014480591), ('letusannya', 0.6034069657325745), ('fumarol', 0.6018475294113159), ('lava', 0.5853937864303589), ('piroklastik', 0.5828454494476318), ('gunungapi', 0.5815949440002441), ('chicxulub', 0.5792060494422913), ('solfatara', 0.5563998818397522)]"
3,gastroenteritis,"[('artritis', 0.8290200233459473), ('urtikaria', 0.8252576589584351), ('pilek', 0.8230497241020203), ('idiopatik', 0.818593442440033), ('bronkitis', 0.8175618052482605), ('difteri', 0.8087548017501831), ('hipotiroidisme', 0.804238498210907), ('hipertensi', 0.7976876497268677), ('pneumonia', 0.7968218922615051), ('konstipasi', 0.7961553335189819)]"
3,gejolak,"[('pergolakan', 0.7373649477958679), ('ketidakstabilan', 0.6737217307090759), ('kekacauan', 0.6687835454940796), ('ketegangan', 0.6235916018486023), ('keresahan', 0.6172367930412292), ('intrik', 0.6159249544143677), ('kekisruhan', 0.6021860241889954), ('kemerosotan', 0.5996072888374329), ('kemelut', 0.597823441028595), ('resesi', 0.595854640007019)]"
3,genangan,"[('resapan', 0.7455505132675171), ('payau', 0.73033207654953), ('tergenang', 0.7248696088790894), ('menggenang', 0.7084019184112549), ('keruh', 0.6984202265739441), ('peresapan', 0.6982115507125854), ('terendam', 0.6934419274330139), ('rembesan', 0.6930895447731018), ('superiority', 0.6711391806602478), ('liurnya', 0.6675692200660706)]"
3,geram,"[('kesal', 0.849598228931427), ('jengkel', 0.8071687817573547), ('kecewa', 0.7727381587028503), ('cemburu', 0.7614473700523376), ('terharu', 0.7445263266563416), ('marah', 0.7430843710899353), ('gusar', 0.742149293422699), ('takjub', 0.7386239767074585), ('cemas', 0.7289082407951355), ('kagum', 0.7242254614830017)]"
3,getaran,"[('gesekan', 0.7142141461372375), ('distorsi', 0.7014281749725342), ('bergetar', 0.7004573345184326), ('kejut', 0.6657052040100098), ('tarikan', 0.6632366180419922), ('vibrasi', 0.660801887512207), ('kebisingan', 0.6425216794013977), ('derau', 0.6383751630783081), ('guncangan', 0.6360946297645569), ('turbulensi', 0.6327611207962036)]"
3,glasiasi,"[('glasial', 0.7603349089622498), ('kambrium', 0.6899065375328064), ('paleozoikum', 0.6875916719436646), ('miosen', 0.6660436391830444), ('kenozoikum', 0.6650381088256836), ('pliosen', 0.6585573554039001), ('pleistosen', 0.6419986486434937), ('proterozoikum', 0.6390665173530579), ('ordovisium', 0.6328698396682739), ('holosen', 0.6294693946838379)]"
3,godaan,"[('keserakahan', 0.6710907816886902), ('kebodohan', 0.6674891710281372), ('amarah', 0.667343258857727), ('kesombongan', 0.656201958656311), ('kecemburuan', 0.6247557997703552), ('kesedihan', 0.6247313618659973), ('nafsu', 0.6198341846466064), ('cobaan', 0.6180649995803833), ('dengki', 0.6153607964515686), ('kenikmatan', 0.6150503158569336)]"
3,gorong,"[('selokan', 0.6492361426353455), ('tanggul', 0.5887590050697327), ('drainase', 0.5405215620994568), ('talud', 0.532196581363678), ('trotoar', 0.5310125350952148), ('parit', 0.528132438659668), ('bendungan', 0.5189926624298096), ('polder', 0.5165502429008484), ('dermaga', 0.5159569978713989), ('irigasi', 0.5098258256912231)]"
3,gunungapi,"[('vulkanik', 0.7952898740768433), ('vulkanis', 0.7781529426574707), ('breksi', 0.7627759575843811), ('metamorf', 0.7284949421882629), ('kaldera', 0.7208134531974792), ('tektonik', 0.7146611213684082), ('vulkanisme', 0.7081937193870544), ('patahan', 0.7024978399276733), ('tuf', 0.702449381351471), ('intrusif', 0.7014023661613464)]"
3,hambatan,"[('kendala', 0.6387937068939209), ('halangan', 0.628581702709198), ('rintangan', 0.6284204125404358), ('kemacetan', 0.5962265729904175), ('kesulitan', 0.5819831490516663), ('gesekan', 0.5763661861419678), ('permasalahan', 0.5535479187965393), ('masalah', 0.5452623963356018), ('percepatan', 0.5231418609619141), ('batasan', 0.5227606892585754)]"
3,hancur,"[('rusak', 0.7111810445785522), ('roboh', 0.710249125957489), ('dihancurkan', 0.7087045907974243), ('musnah', 0.7041727304458618), ('runtuh', 0.7019471526145935), ('terbakar', 0.6724387407302856), ('ambruk', 0.6364010572433472), ('menghancurkan', 0.6315778493881226), ('lenyap', 0.6023005247116089), ('hilang', 0.6003442406654358)]"
3,hantaman,"[('terjangan', 0.6623993515968323), ('pukulan', 0.5957117080688477), ('benturan', 0.5942453145980835), ('tembakan', 0.5924611687660217), ('sabetan', 0.588553249835968), ('guncangan', 0.5830773115158081), ('dekompresi', 0.5810672044754028), ('tubi', 0.5736151933670044), ('imbas', 0.5649724006652832), ('mortir', 0.5603594183921814)]"
3,hasutan,"[('pengkhianatan', 0.7427893280982971), ('fitnah', 0.7162398099899292), ('perbuatannya', 0.7065234780311584), ('tindakannya', 0.678991973400116), ('penghinaan', 0.6652288436889648), ('bujukan', 0.6565436124801636), ('kejahatannya', 0.6456091403961182), ('murka', 0.644990861415863), ('kekejaman', 0.6398040056228638), ('kemarahannya', 0.6323127150535583)]"
3,hepatitis,"[('influenza', 0.8037925958633423), ('campak', 0.8026509284973145), ('meningitis', 0.7954363226890564), ('infeksi', 0.77775639295578), ('hiv', 0.7692283987998962), ('diabetes', 0.7691537141799927), ('tuberkulosis', 0.768312394618988), ('difteri', 0.7677769660949707), ('herpes', 0.7641029953956604), ('polio', 0.7619522213935852)]"
3,hiperinflasi,"[('stagnasi', 0.6845982074737549), ('inflasi', 0.6689319610595703), ('deflasi', 0.6639757752418518), ('defisit', 0.6479704976081848), ('kelesuan', 0.6469084620475769), ('devaluasi', 0.6438387632369995), ('kemerosotan', 0.642353355884552), ('resesi', 0.6416606903076172), ('lonjakan', 0.6233453750610352), ('krisis', 0.6232869625091553)]"
3,imbas,"[('imbasnya', 0.6595327854156494), ('dampaknya', 0.6554505228996277), ('dampak', 0.634329617023468), ('hantaman', 0.5649722814559937), ('akibat', 0.5445204377174377), ('guncangan', 0.5411092638969421), ('goncangan', 0.5333026051521301), ('terjangan', 0.5237853527069092), ('epidemi', 0.5161831378936768), ('musibah', 0.5053098797798157)]"
